Timestamp,,What Engineering program are you in?,What year are you in?,What is your gender?  **We're asking this to discover any gender biases in our questions**,"Are you happy with what your program provides you with (i.e. courses, job opportunities, projects, etc.)",What kind of problems do you enjoy solving?,Would you consider yourself as being creative?,"What industry can you see yourself working in, in the future? Select all that apply.",How comfortable are you working in the outdoors?,What can you see yourself doing in the future?,How do you feel about group work? ,What high school class did you enjoy the most?,What high school class did you enjoy the least?,How do you feel about computer programming?,What type of club would you consider joining?,What type of club would you NOT want to join?,What project would you want to be a part of? ,What project do you find the least interesting?,"If you could only watch one TV show for the rest of your life, what would it be?","If engineering didn’t exist, what would you consider studying?",How do you feel about working with expensive equipment?,How would you describe your drawing abilities?,You have an assignment to write an essay about anything you want. How does that make you feel?,Skill testing question: what is (4+2)x2 ?,What was the extent of your programming experience prior to entering Engineering at the University of Waterloo?
1/16/2020 11:37:15,uwaterloo.ca,Nanotechnology Engineering,2nd year,Female,Yes,Problems that require some investigation.,I am somewhat creative.,"Business (i.e. Starting your own consulting company), Health (i.e. Creating technology for minimally invasive surgeries), Environment (i.e. Producing energy in sustainable ways), Technology (i.e. Working with cloud based software)",I would rather work inside.,Making discoveries at the molecular level.,I enjoy working with others.,Chemistry,Physics,I can code but it's not my favourite thing to do.,Environment club (i.e. UW Energy Network),Autoshop club (i.e. Autonomoose Autonomous Car Club),Creating a battery from recycled material.,Designing a water treatment system for Mars.,Grey’s Anatomy,Applied Science,That sounds cool!,I am not very good.,A bit apprehensive. I get overwhelmed with so many options.,,
1/16/2020 14:59:24,uwaterloo.ca,Software Engineering,1st year,Female,Yes,Problems that require some investigation.,I am somewhat creative.,"Automotive (i.e. Designing a new autonomous car), Health (i.e. Creating technology for minimally invasive surgeries), Technology (i.e. Working with cloud based software)",I would rather work inside.,Programming apps.,I occasionally like working with others.,Biology,Language Arts,"I code, I enjoy it and I'm good at it.",Robotics club (i.e. UW Robotics Team),Business club (i.e. UW Finance Association),Programming a robot that can make you dinner.,Optimizing the Uber Pool routes.,Planet Earth,Health Studies,"Could be cool, but I don't really care about fancy equipment or how much it costs.","I am not the best, but I am not the worst.",Annoyed. I would much rather be given a topic with clear instructions.,,
12/11/2019 15:58:00,uwaterloo.ca,Civil Engineering,3rd year,Male,Yes,Problems that require some investigation.,I am somewhat creative.,"Architecture (i.e. Designing a building taller than the CN Tower), Business (i.e. Starting your own consulting company), Construction (i.e. Building a smart city), Environment (i.e. Producing energy in sustainable ways), Manufacturing (i.e. Optimization or automation of manufacturing processes), Technology (i.e. Working with cloud based software)","Working outside would be okay, but only for short periods of time.",Improving the way we use the world's resources.,I occasionally like working with others.,Geography,Visual Arts,"I code, I enjoy it and I'm good at it.",Student council (i.e. Engineering Society),Business club (i.e. UW Finance Association),Designing a water treatment system for Mars.,Creating a battery from recycled material.,Planet Earth,Geography,That sounds cool!,"I am not the best, but I am not the worst.",Excited! I can share my theories with the world.,,
1/10/2020 10:26:21,uwaterloo.ca,Mechatronics Engineering,4th year,Male,Yes,Problems that require some investigation.,I am very creative.,Technology (i.e. Working with cloud based software),"Working outside would be okay, but only for short periods of time.",Designing or building sensor based technology.,I enjoy working with others.,Visual Arts,Language Arts,"I code, I enjoy it and I'm good at it.",Robotics club (i.e. UW Robotics Team),Business club (i.e. UW Finance Association),Programming a robot that can make you dinner.,Creating a battery from recycled material.,Big Bang Theory,Applied Science,That sounds cool!,"Really good, I can draw just about anything.",Annoyed. I would much rather be given a topic with clear instructions.,,
1/16/2020 12:10:33,uwaterloo.ca,Chemical Engineering,1st year,Male,Yes,Problems that require some investigation.,I am somewhat creative.,"Health (i.e. Creating technology for minimally invasive surgeries), Manufacturing (i.e. Optimization or automation of manufacturing processes)",I love the outdoors and wish I could work outside every day.,Making discoveries at the molecular level.,I enjoy working with others.,Chemistry,Language Arts,I can code but it's not my favourite thing to do.,Robotics club (i.e. UW Robotics Team),Art or design club (i.e. Fashion for Change),Designing a water treatment system for Mars.,Designing an Olympic village.,Breaking Bad,Applied Science,"Could be cool, but I don't really care about fancy equipment or how much it costs.","I am not the best, but I am not the worst.",A bit apprehensive. I get overwhelmed with so many options.,,
1/16/2020 13:17:13,edu.uwaterloo.ca,Software Engineering,2nd year,Male,Yes,Problems that are well defined.,I am somewhat creative.,"Automotive (i.e. Designing a new autonomous car), Technology (i.e. Working with cloud based software)","Working outside would be okay, but only for short periods of time.",Programming apps.,I enjoy working with others.,Computer Science,Language Arts,"I code, I enjoy it and I'm good at it.",Hacker club (i.e. UW Hacks),Consulting club (i.e. DECA),Optimizing the Uber Pool routes.,Designing an Olympic village.,Silicon Valley,Computer Science,That sounds cool!,"I am not the best, but I am not the worst.",A bit apprehensive. I get overwhelmed with so many options.,,
1/20/2020 13:12:34,edu.uwaterloo.ca,Geological Engineering,3rd year,Male,Yes,Problems with very limited information.,I am very creative.,"Construction (i.e. Building a smart city), Environment (i.e. Producing energy in sustainable ways), Technology (i.e. Working with cloud based software)",I love the outdoors and wish I could work outside every day.,Designing buildings.,I enjoy working with others.,Physics,History,"I code, I enjoy it and I'm good at it.",Consulting club (i.e. DECA),Art or design club (i.e. Fashion for Change),Designing a water treatment system for Mars.,Prototyping a musical instrument for children with a disability.,Silicon Valley,Business,That sounds cool!,"I am not the best, but I am not the worst.",Excited! I can share my theories with the world.,,
1/16/2020 16:22:49,edu.uwaterloo.ca,Mechatronics Engineering,1st year,Female,Yes,Problems that require some investigation.,I am somewhat creative.,"Automotive (i.e. Designing a new autonomous car), Health (i.e. Creating technology for minimally invasive surgeries), Environment (i.e. Producing energy in sustainable ways), Manufacturing (i.e. Optimization or automation of manufacturing processes), Technology (i.e. Working with cloud based software)","Working outside would be okay, but only for short periods of time.",Improving the way we use the world's resources.,I occasionally like working with others.,Language Arts,Geography,I can code but it's not my favourite thing to do.,Robotics club (i.e. UW Robotics Team),Business club (i.e. UW Finance Association),Building the world’s most powerful supercomputer.,Designing an Olympic village.,Planet Earth,Environmental Studies,"Could be cool, but I don't really care about fancy equipment or how much it costs.","I am not the best, but I am not the worst.",A bit apprehensive. I get overwhelmed with so many options.,,
12/12/2019 2:40:28,edu.uwaterloo.ca,Civil Engineering,2nd year,Female,Yes,Problems that are well defined.,I am very creative.,"Architecture (i.e. Designing a building taller than the CN Tower), Automotive (i.e. Designing a new autonomous car), Construction (i.e. Building a smart city), Technology (i.e. Working with cloud based software)",I would rather work inside.,Designing buildings.,I enjoy working with others.,Chemistry,Language Arts,I can code but it's not my favourite thing to do.,Robotics club (i.e. UW Robotics Team),Environment club (i.e. UW Energy Network),Designing a water treatment system for Mars.,Optimizing the Uber Pool routes.,Big Bang Theory,Computer Science,That scares me and I don't want to touch it.,"Really good, I can draw just about anything.",Annoyed. I would much rather be given a topic with clear instructions.,,
12/14/2019 3:59:12,uwaterloo.ca,Systems Design Engineering,1st year,Male,No,Problems that require some investigation.,I am somewhat creative.,Technology (i.e. Working with cloud based software),I would rather work inside.,Programming apps.,I do not like working as part of a team. I would rather work alone.,Math,Chemistry,"I code, I enjoy it and I'm good at it.",Hacker club (i.e. UW Hacks),Art or design club (i.e. Fashion for Change),Optimizing the Uber Pool routes.,Prototyping a musical instrument for children with a disability.,Big Bang Theory,Computer Science,That sounds cool!,"I am not the best, but I am not the worst.",Annoyed. I would much rather be given a topic with clear instructions.,,
12/13/2019 21:40:26,uwaterloo.ca,Mechanical Engineering,1st year,Male,Yes,Problems that require some investigation.,I am somewhat creative.,Business (i.e. Starting your own consulting company),I would rather work inside.,Optimizing processes.,I occasionally like working with others.,Physics,Visual Arts,"I code, I enjoy it and I'm good at it.",Robotics club (i.e. UW Robotics Team),Art or design club (i.e. Fashion for Change),Designing a water treatment system for Mars.,Prototyping a musical instrument for children with a disability.,Planet Earth,Computer Science,That sounds cool!,"I am not the best, but I am not the worst.",Annoyed. I would much rather be given a topic with clear instructions.,,
1/18/2020 18:02:00,uwaterloo.ca,Computer Engineering,1st year,Male,Yes,Problems that require some investigation.,I am somewhat creative.,"Architecture (i.e. Designing a building taller than the CN Tower), Automotive (i.e. Designing a new autonomous car), Business (i.e. Starting your own consulting company), Construction (i.e. Building a smart city), Technology (i.e. Working with cloud based software)",I love the outdoors and wish I could work outside every day.,Programming apps.,I enjoy working with others.,Computer Science,Language Arts,"I code, I enjoy it and I'm good at it.",Hacker club (i.e. UW Hacks),Art or design club (i.e. Fashion for Change),Building the world’s most powerful supercomputer.,Designing a water treatment system for Mars.,Grey’s Anatomy,Computer Science,That sounds cool!,"I am not the best, but I am not the worst.",A bit apprehensive. I get overwhelmed with so many options.,,
